trip_id,url,day,time
30,https://storage.googleapis.com/digital-platform/hinh_anh_cong_vien_Landmark_81_o_dau_ve_vao_cong_bao_nhieu_so_1_35a62ed3db/hinh_anh_cong_vien_Landmark_81_o_dau_ve_vao_cong_bao_nhieu_so_1_35a62ed3db.jpg
31,https://scontent.fsgn8-4.fna.fbcdn.net/v/t39.30808-6/540668744_122140681952834825_6509493815314809136_n.jpg?stp=cp6_dst-jpg_tt6&_nc_cat=105&ccb=1-7&_nc_sid=833d8c&_nc_eui2=AeFtbTGmSrljsiRtUwmR6XtARITFpVO5DglEhMWlU7kOCQSnccKXimGcXMNLvtuwebkJ0J7TmzNBpo6gIBEVhzyy&_nc_ohc=INLNlHnDMzUQ7kNvwHcYNYP&_nc_oc=AdlSq4s4CdrSYVT4gbsbyG2fy2bN82pBXx-95XSe6KhZmsnddcsNw31L13fnSLChx6c&_nc_zt=23&_nc_ht=scontent.fsgn8-4.fna&_nc_gid=qN_Erf2gX__Xn6NWGkT2jw&oh=00_AfgyVCfFJKevEMCLh4sTs-KrtAfvKAOJX_ZHcgKA0VFQ_g&oe=692887C2
32,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxbnKfUVLo0epYSfm_LaHF-wwMUnXSVmT5h5eLErLHDeETjekZzokXDEGVs25EoUBvgvDg10QUPRilkoF0ron8hv_NWkJFqL31KjXp7PxkdD67efFTVNq9ugPY8pMd5VNXsL7w3JV-k7w6B=w408-h544-k-no
33,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQup68ZM6DaeDIop4JsKOzF3teWeAXtruADwQ&s
34,https://toplist.vn/images/800px/cybercore-vingame-1378657.jpg
35,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-Z1eCGnnSo65iuacgdbnyCayI3yhstFAlYA&s
36,https://static.vinwonders.com/production/2025/07/vi-tri-doi-con-heo.jpg
37,https://lh3.googleusercontent.com/p/AF1QipNh5TgE3buipEAXl8jAUOXVafhbHci1o1I2kaEh=w408-h306-k-no
38,https://mia.vn/media/uploads/blog-du-lich/dung-chan-tai-cong-vien-nuoc-thanh-le-doc-dao-o-binh-duong-01-1655232405.jpg
39,https://ik.imagekit.io/tvlk/blog/2022/11/khu-du-lich-tan-cang-2.jpg
40,https://upload.wikimedia.org/wikipedia/commons/1/1b/Nghia_An_Hoi_Quan_Pagoda_%2810018256906%29.jpg
